study_id	efo_trait	reported_trait	initial_sample	replication_sample	snp_count	publication_date	pubmed_id	title	publication
GCST90043398	employment status	Job SOC coding: Medical and dental technicians (UKB data field 22617_3218)	468 European ancestry cases, 113,373 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043411	employment status	Job SOC coding: Authors, writers (UKB data field 22617_3412)	405 European ancestry cases, 113,436 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043450	employment status	Job SOC coding: Counter clerks (UKB data field 22617_4123)	3,873 European ancestry cases, 109,968 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043452	employment status	Job SOC coding: Pensions and insurance clerks (UKB data field 22617_4132)	1,559 European ancestry cases, 112,282 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043467	employment status	Job SOC coding: Typists (UKB data field 22617_4217)	3,828 European ancestry cases, 110,013 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043480	employment status	Job SOC coding: Motor mechanics, auto engineers (UKB data field 22617_5231)	980 European ancestry cases, 112,861 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043496	employment status	Job SOC coding: Printers (UKB data field 22617_5422)	144 European ancestry cases, 113,697 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043571	employment status	Job SOC coding: Elementary office occupations n.e.c. (UKB data field 22617_9219)	4,282 European ancestry cases, 109,559 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043608	benign thyroid gland neoplasm	Benign neoplasm of thyroid glands (PheCode 226)	267 European ancestry cases, 456,081 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043609	benign neoplasm of adrenal gland	Benign neoplasm of adrenal gland (PheCode 227.1)	119 European ancestry cases, 456,229 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043610	benign neoplasm of parathyroid gland	Benign neoplasm of parathyroid gland (PheCode 227.2)	362 European ancestry cases, 455,986 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043612	hemangioma/lymphangioma	Hemangioma and lymphangioma, any site (PheCode 228)	1,266 European ancestry cases, 455,082 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043614	wheezing	Wheeze or whistling in the chest in last year (UKB data field 2316)	93,869 European ancestry cases, 353,731 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043618	androgenetic alopecia/balding measurement	Hair/balding pattern: Pattern 3 (UKB data field 2395_3)	55,137 European ancestry cases, 151,899 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043620	goiter	Simple and unspecified goiter (PheCode 240)	465 European ancestry cases, 455,883 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043622	multinodular goiter/nontoxic goiter	Nontoxic multinodular goiter (PheCode 241.2)	587 European ancestry cases, 455,761 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043627	diabetes mellitus	Diabetes mellitus (UKB data field 2443)	21,969 European ancestry cases, 433,048 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043631	disease	Other serious medical condition/disability diagnosed by doctor (UKB data field 2473)	92,032 European ancestry cases, 355,746 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043632	number of treatments or medications taken, self-reported	Taking other prescription medications (UKB data field 2492)	213,640 European ancestry cases, 241,153 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043633	type 1 diabetes mellitus/diabetic ketoacidosis	Type 1 diabetes with ketoacidosis (PheCode 250.11)	228 European ancestry cases, 456,120 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043635	type 1 diabetes mellitus	Type 1 diabetes (PheCode 250.1)	367 European ancestry cases, 455,981 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043641	hypoglycemic coma	Hypoglycemia (PheCode 251.1)	519 European ancestry cases, 455,829 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043643	hypopituitarism	Pituitary hypofunction (PheCode 253.2)	161 European ancestry cases, 456,187 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043644	adrenocortical insufficiency	Glucocorticoid deficiency (PheCode 255.21)	226 European ancestry cases, 456,122 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043645	nutritional deficiency disease	Mineral deficiency NEC (PheCode 262)	120 European ancestry cases, 456,228 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043660	Paraproteinemia	Paraproteinemia (PheCode 270.32)	103 European ancestry cases, 456,245 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043662	gout	Gout (PheCode 274.1)	375 European ancestry cases, 455,973 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043663	Chondrocalcinosis	Chondrocalcinosis (PheCode 274.21)	236 European ancestry cases, 456,112 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043666	Hyponatremia/Abnormal blood ion concentration	Hyposmolality and/or hyponatremia (PheCode 276.12)	356 European ancestry cases, 455,992 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043670	spontaneous abortion	Ever had stillbirth, spontaneous miscarriage or termination (UKB data field 2774)	77,569 European ancestry cases, 166,108 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043671	abnormality of glycosaminoglycan metabolism	Other disorders of metabolism (PheCode 277)	112 European ancestry cases, 456,236 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043672	obesity	Obesity (PheCode 278.1)	581 European ancestry cases, 455,767 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043674	Abnormality of the immune system	Other immunological findings (PheCode 279.7)	148 European ancestry cases, 456,200 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043680	Pure red cell aplasia	Aplastic anemia (PheCode 284)	197 European ancestry cases, 456,151 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043683	primary thrombocytopenia	Primary thrombocytopenia (PheCode 287.31)	260 European ancestry cases, 456,088 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043690	lymphadenitis	Lymphadenitis (PheCode 289.4)	1,425 European ancestry cases, 454,923 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043697	Abnormality of higher mental function	Alteration of consciousness (PheCode 291.8)	202 European ancestry cases, 456,146 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043698	Aphasia	Aphasia/speech disturbance (PheCode 292.1)	407 European ancestry cases, 455,941 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043702	Abnormality of head or neck	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial, not otherwise specified] (PheCode 293.1)	707 European ancestry cases, 455,641 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043705	paranoia	Paranoid disorders (PheCode 295.2)	106 European ancestry cases, 456,242 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043715	Personality disorder	Personality disorders (PheCode 301)	102 European ancestry cases, 456,246 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043719	Tension-type headache	Tension headache (PheCode 306.9)	282 European ancestry cases, 456,066 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043729	viral meningitis	Meningitis (PheCode 320)	377 European ancestry cases, 455,971 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043730	viral encephalitis	Encephalitis (PheCode 323)	189 European ancestry cases, 456,159 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043735	Torsion dystonia	Torsion dystonia (PheCode 333.4)	157 European ancestry cases, 456,191 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043736	anterior horn disorder	Anterior horn cell disease (PheCode 334.2)	169 European ancestry cases, 456,179 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043747	Abnormality of the nervous system	Other demyelinating diseases of central nervous system (PheCode 341)	222 European ancestry cases, 456,126 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043752	paraplegia/quadriplegia	Other paralytic syndromes (PheCode 344)	260 European ancestry cases, 456,088 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043756	seizure	Convulsions (PheCode 345.3)	1,567 European ancestry cases, 454,781 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043757	Abnormality of the nervous system	Epilepsy, recurrent seizures, convulsions (PheCode 345)	799 European ancestry cases, 455,549 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043758	brain disease	Other conditions of brain, not otherwise specified (PheCode 348.9)	170 European ancestry cases, 456,178 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043759	secondary Parkinson disease	Other and unspecified disorders of the nervous system (PheCode 349)	173 European ancestry cases, 456,175 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043762	Dystonia	Lack of coordination (PheCode 350.3)	123 European ancestry cases, 456,225 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043764	trigeminal nerve disease	Trigeminal nerve disorders [CN5] (PheCode 352.1)	293 European ancestry cases, 456,055 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043767	back pain	Back pain for three months (UKB data field 3571)	79,258 European ancestry cases, 36,221 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043768	chronic inflammatory demyelinating polyneuropathy	Inflammatory and toxic neuropathy (PheCode 357)	625 European ancestry cases, 455,723 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043770	myositis	Myopathy (PheCode 359.2)	226 European ancestry cases, 456,122 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043771	hysterectomy	Ever had hysterectomy - womb removed (UKB data field 3591)	17,911 European ancestry cases, 200,558 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043780	corneal disease	Corneal opacity and other disorders of cornea (PheCode 364)	124 European ancestry cases, 456,224 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043784	age-related cataract	Senile cataract (PheCode 366.2)	8,734 European ancestry cases, 447,614 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043795	entropion/ectropion	Ectropion or entropion (PheCode 374.1)	1,074 European ancestry cases, 455,274 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043796	ptosis	Ptosis of eyelid (PheCode 374.3)	1,797 European ancestry cases, 454,551 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043801	dry eye syndrome	Disorders of lacrimal system (PheCode 375)	1,417 European ancestry cases, 454,931 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043802	optic neuritis	Optic neuritis/neuropathy (PheCode 377.3)	105 European ancestry cases, 456,243 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043805	paralytic strabismus	Paralytic strabismus (PheCode 378.5)	173 European ancestry cases, 456,175 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043807	lens disease	Aphakia and other disorders of lens (PheCode 379.3)	1,859 European ancestry cases, 454,489 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043808	Headache	Headaches for three months (UKB data field 3799)	40,965 European ancestry cases, 48,784 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043816	Mastoiditis	Mastoiditis & related conditions (PheCode 381.3)	124 European ancestry cases, 456,224 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043817	auditory system disease	Otorrhea (PheCode 381.9)	183 European ancestry cases, 456,165 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043818	Ear pain	Otalgia (PheCode 382)	175 European ancestry cases, 456,173 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043823	auditory system disease	Tympanosclerosis and middle ear disease related to otitis media (PheCode 385.5)	116 European ancestry cases, 456,232 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043829	auditory system disease	Other disorders of middle ear and mastoid (PheCode 385)	118 European ancestry cases, 456,230 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043831	central nervous system origin vertigo/peripheral vertigo	Peripheral or central vertigo (PheCode 386.2)	284 European ancestry cases, 456,064 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043835	Conductive hearing impairment	Conductive hearing loss (PheCode 389.2)	210 European ancestry cases, 456,138 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043838	aortic valve disease	Aortic valve disease (PheCode 394.3)	557 European ancestry cases, 455,791 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043839	tricuspid valve disease	Disease of tricuspid valve (PheCode 394.7)	135 European ancestry cases, 456,213 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043841	mitral valve disease	Nonrheumatic mitral valve disorders (PheCode 395.1)	820 European ancestry cases, 455,528 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043846	cardia cancer	ICD10 C16.0: Malignant neoplasm of cardia of stomach	192 European ancestry cases, 456,156 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043847	gastric cancer	ICD10 C16.9: Malignant neoplasm of stomach, unspecified	145 European ancestry cases, 456,203 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043850	malignant colon neoplasm	ICD10 C18.3: Malignant neoplasm of hepatic flexure of colon	143 European ancestry cases, 456,205 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043856	rectosigmoid junction neoplasm	ICD10 C19: Malignant neoplasm of rectosigmoid junction	413 European ancestry cases, 455,935 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043857	rectum cancer	ICD10 C20: Malignant neoplasm of rectum	1,473 European ancestry cases, 454,875 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043859	intrahepatic cholangiocarcinoma	ICD10 C22.1: Intrahepatic bile duct carcinoma	104 European ancestry cases, 456,244 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043862	glottis neoplasm	ICD10 C32.0: Malignant neoplasm of glottis	175 European ancestry cases, 456,173 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043868	melanoma	ICD10 C43.6: Malignant melanoma of upper limb, including shoulder	769 European ancestry cases, 455,579 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043881	Pleural Mesothelioma	ICD10 C45.0: Mesothelioma of pleura	210 European ancestry cases, 456,138 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043882	connective and soft tissue neoplasm	ICD10 C49.2: Malignant neoplasm of connective and soft tissue of lower limb, including hip	108 European ancestry cases, 456,240 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043890	vulvar neoplasm	ICD10 C51.9: Malignant neoplasm of vulva, unspecified	104 European ancestry cases, 247,436 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043891	uterine cervix neoplasm	ICD10 C53.9: Malignant neoplasm of cervix uteri, unspecified	372 European ancestry cases, 247,168 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043896	testicular neoplasm	ICD10 C62.9: Malignant neoplasm of testis, unspecified	426 European ancestry cases, 208,382 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043902	thyroid cancer	ICD10 C73: Malignant neoplasm of thyroid gland	506 European ancestry cases, 455,842 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043904	nodular sclerosis Hodgkin lymphoma	ICD10 C81.1: Nodular sclerosis classical Hodgkin lymphoma	126 European ancestry cases, 456,222 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043913	chronic myelogenous leukemia	ICD10 C92.1: Chronic myeloid leukaemia, BCR/ABL-positive	110 European ancestry cases, 456,238 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043915	anal carcinoma	ICD10 D01.2: Carcinoma in situ of anus	107 European ancestry cases, 456,241 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043922	skin carcinoma in situ	ICD10 D04.6: Carcinoma in situ of skin of upper limb, including shoulder	218 European ancestry cases, 456,130 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043924	skin carcinoma in situ	ICD10 D04.9: Carcinoma in situ of skin, unspecified	128 European ancestry cases, 456,220 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043925	Lobular Breast Carcinoma In Situ	ICD10 D05.0: Lobular carcinoma in situ of breast	184 European ancestry cases, 247,356 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043927	breast carcinoma in situ	ICD10 D05.7: Other carcinoma in situ of breast	144 European ancestry cases, 247,396 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043930	uterine cervix carcinoma in situ	ICD10 D06.9: Carcinoma in situ of cervix, unspecified	3,145 European ancestry cases, 244,395 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043931	vulvar carcinoma	ICD10 D07.1: Carcinoma in situ of vulva	113 European ancestry cases, 247,427 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043932	Grade III Prostatic Intraepithelial Neoplasia	ICD10 D07.5: Carcinoma in situ of prostate	349 European ancestry cases, 208,459 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043934	meningeal neoplasm	ICD10 D32.0: Benign neoplasm of cerebral meninges	307 European ancestry cases, 456,041 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043935	benign brain neoplasm	ICD10 D33.3: Benign neoplasm of brain, supratentorial	176 European ancestry cases, 456,172 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043936	benign neoplasm of pituitary gland	ICD10 D35.2: Benign neoplasm of pituitary gland	209 European ancestry cases, 456,139 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043937	benign colon neoplasm	ICD10 D37.4: Benign neoplasm of colon	109 European ancestry cases, 456,239 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043940	myelodysplastic syndrome	ICD10 D46.9: Myelodysplastic syndrome, unspecified	105 European ancestry cases, 456,243 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043941	chronic myeloproliferative disorder	ICD10 D47.1: Chronic myeloproliferative disease	143 European ancestry cases, 456,205 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043945	in situ carcinoma	Behaviour of cancer tumour: carcinoma in situ, PHESANT recoding (UKB data field 40012_2)	12,081 European ancestry cases, 444,267 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043948	metastatic malignant neoplasm	Behaviour of cancer tumour: malignant, metastatic site, PHESANT recoding (UKB data field 40012_6)	395 European ancestry cases, 455,953 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043956	heart aneurysm	Aneurysm and dissection of heart (PheCode 411.41)	234 European ancestry cases, 456,114 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043957	coronary atherosclerosis	Coronary atherosclerosis (PheCode 411.4)	16,041 European ancestry cases, 440,307 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043961	primary pulmonary hypertension	Primary pulmonary hypertension (PheCode 415.21)	99 European ancestry cases, 456,249 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043964	Precordial pain	Precordial pain (PheCode 418.1)	3,659 European ancestry cases, 452,689 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043968	endocarditis	Endocarditis (PheCode 420.3)	267 European ancestry cases, 456,081 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043970	First degree atrioventricular block	First degree AV block (PheCode 426.21)	162 European ancestry cases, 456,186 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043972	third-degree atrioventricular block	Atrioventricular block, complete (PheCode 426.24)	369 European ancestry cases, 455,979 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043975	Paroxysmal supraventricular tachycardia	Paroxysmal supraventricular tachycardia (PheCode 427.11)	1,728 European ancestry cases, 454,620 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043976	Paroxysmal ventricular tachycardia	Paroxysmal ventricular tachycardia (PheCode 427.12)	580 European ancestry cases, 455,768 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043981	premature cardiac contractions	Premature beats (PheCode 427.6)	218 European ancestry cases, 456,130 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043984	palpitations	Palpitations (PheCode 427.9)	2,311 European ancestry cases, 454,037 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043985	congestive heart failure	Congestive heart failure (CHF), not otherwise specified (PheCode 428.1)	897 European ancestry cases, 455,451 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043988	cardiac arrhythmia	Symptoms involving cardiovascular system (PheCode 429.3)	117 European ancestry cases, 456,231 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
GCST90043995	Subdural hemorrhage	Subdural hemorrhage (PheCode 430.3)	244 European ancestry cases, 456,104 European ancestry controls	NA	11842647	2021-11-04	34737426	A generalized linear mixed model association tool for biobank-scale data.	Nat Genet
